width_pct,objective,mean_objective,std_objective,mean_final_lp_value,mean_final_hodl_value,mean_lp_minus_hodl,prob_underperform_hodl,mean_cum_fees,mean_final_il_value,mean_time_in_range,mean_n_rebalances,sigma
0.2,4.906522608174286,0.13896332161307218,0.028322160664573062,1138.9633216130721,1050.4784362714693,88.48488534160282,0.39,211.98856108118198,-1.17611217761992,0.9747826086956524,6.38,0.6
0.18,4.80291449788206,0.14303249663744497,0.029780354553577408,1143.032496637445,1050.4784362714693,92.5540603659756,0.38,226.80567467443691,-1.1087292180249324,0.9685375494071146,7.96,0.6
0.22,4.594405053337274,0.13037587391318237,0.028377096141856323,1130.3758739131822,1050.4784362714693,79.89743764171298,0.39,198.64270222355867,-1.363690002248417,0.9783794466403163,5.47,0.6
0.24,4.468351341301858,0.12348506653285828,0.027635487252638643,1123.4850665328584,1050.4784362714693,73.00663026138892,0.39,187.26243249535443,-1.573612085822083,0.9816205533596839,4.65,0.6
0.16,4.310042222728997,0.1459965489344478,0.03387357742449375,1145.9965489344477,1050.4784362714693,95.51811266297844,0.39,243.76278992403525,-0.723793292768801,0.9608695652173913,9.9,0.6
0.26,4.27897315090496,0.11592511109666395,0.02709180614329093,1115.925111096664,1050.4784362714693,65.4466748251946,0.39,176.99586192191782,-1.9973679375867261,0.9839920948616601,4.05,0.6
0.14,4.039304714645525,0.13790439667181745,0.03414062726483843,1137.9043966718175,1050.4784362714693,87.42596040034806,0.38,260.7544133206237,-0.5559744639845278,0.9481027667984189,13.13,0.6
0.28,3.9242319697773014,0.11323636508132157,0.02885567569741492,1113.2363650813218,1050.4784362714693,62.75792880985221,0.4,168.4719340017518,-2.315701000822425,0.9869169960474309,3.31,0.6
0.3,3.8847776086242116,0.10868666350912633,0.027977576700360347,1108.6866635091264,1050.4784362714693,58.20822723765698,0.4,160.39031660878197,-2.267688691167356,0.9889328063241106,2.8,0.6
0.12,3.2005334405162356,0.13070471005808798,0.04083841412293,1130.704710058088,1050.4784362714693,80.22627378661863,0.39,281.6819087236618,-0.4361450425220378,0.9346640316205534,16.53,0.6
0.1,2.118773479940568,0.0923670302499033,0.043594575410909046,1092.3670302499036,1050.4784362714693,41.88859397843393,0.42,299.68667060294354,-0.29881188037238393,0.9111857707509879,22.47,0.6
