width_pct,objective,mean_objective,std_objective,mean_final_lp_value,mean_final_hodl_value,mean_lp_minus_hodl,prob_underperform_hodl,mean_cum_fees,mean_final_il_value,mean_time_in_range,mean_n_rebalances,sigma
0.16,6.452473306832617,0.1227667358059304,0.01902630665297459,1122.7667358059305,1052.7461343168209,70.02060148910961,0.42,166.37852326315996,-0.6791210524053436,0.9816996047430829,4.63,0.4
0.2,6.421254677811812,0.11094415711833415,0.017277644741563323,1110.944157118334,1052.7461343168209,58.19802280151342,0.41,142.48491744470363,-0.9534301066773326,0.9885375494071146,2.9,0.4
0.18,6.266492249160994,0.11379423639424666,0.018159160160053228,1113.7942363942466,1052.7461343168209,61.048102077425916,0.43,153.17539636778443,-0.8180519738339557,0.9845059288537549,3.92,0.4
0.14,6.084910891661714,0.12912551342772377,0.021220608769253677,1129.1255134277237,1052.7461343168209,76.37937911090303,0.41,181.7684345671653,-0.44769549225316296,0.9769169960474309,5.84,0.4
0.26,5.81448275859556,0.09436827472198626,0.016229865774815735,1094.3682747219862,1052.7461343168209,41.62214040516553,0.44,118.44841962686458,-1.811750456352807,0.9935573122529645,1.63,0.4
0.22,5.691364136535868,0.10431437165801129,0.01832853585810163,1104.3143716580112,1052.7461343168209,51.56823734119053,0.43,133.17036659682628,-1.41022535471583,0.9905533596837945,2.39,0.4
0.24,5.679033368345129,0.0988844030198773,0.01741218911849645,1098.8844030198773,1052.7461343168209,46.13826870305657,0.44,125.17361175749062,-1.658687583571953,0.992213438735178,1.97,0.4
0.28,5.5380056573917775,0.09009304155127036,0.016268138229692832,1090.0930415512703,1052.7461343168209,37.34690723444959,0.45,112.34751305689095,-2.443021273780378,0.9947430830039525,1.33,0.4
0.3,5.1703519374716755,0.08461763700107067,0.016365933697435896,1084.6176370010708,1052.7461343168209,31.871502684249904,0.46,106.93178461396482,-2.704022471573718,0.9952964426877469,1.19,0.4
0.12,4.948367808844961,0.12894039174553096,0.026057155960609157,1128.9403917455309,1052.7461343168209,76.1942574287102,0.39,200.17184466174515,-0.3770027918905788,0.9681818181818183,8.05,0.4
0.1,3.7630403425345005,0.115687495886576,0.030743092115950478,1115.687495886576,1052.7461343168209,62.94136156975525,0.43,220.46789605602422,-0.29245151312939466,0.9540316205533599,11.63,0.4
